iter	Logloss
222	0.5919887837
223	0.5919300222
224	0.5918492478
225	0.5917835324
226	0.5916984813
227	0.5916309839
228	0.5915534546
229	0.5914807342
230	0.5914194476
231	0.5913674579
232	0.5913090876
233	0.591253548
234	0.5911607206
235	0.5910748386
236	0.5910226863
237	0.5909397289
238	0.5908557413
239	0.5908069246
240	0.5907472216
241	0.5906793414
242	0.5905827878
243	0.5905073241
244	0.5904466892
245	0.5903844462
246	0.5903067338
247	0.5902357327
248	0.5901974322
249	0.5901336762
250	0.5900773579
251	0.5900235176
252	0.5899418022
253	0.5898768963
254	0.5897859285
255	0.5897236182
256	0.5896623158
257	0.5895360918
258	0.5894835952
259	0.5893943764
260	0.5893176474
261	0.5892470765
262	0.5891670147
263	0.5891091217
264	0.5890605639
265	0.5889762992
266	0.5889128494
267	0.588860051
268	0.5887800538
269	0.5886936897
270	0.5886086167
271	0.5885261464
272	0.5884613133
273	0.5884020739
274	0.5883187878
275	0.5882432999
276	0.5881741008
277	0.5881163867
278	0.5880584276
279	0.587994901
280	0.5879347294
281	0.5879104785
282	0.5878492038
283	0.5877838124
284	0.5877302228
285	0.5876740227
286	0.5876198446
287	0.587560506
288	0.5874855503
289	0.5874235039
290	0.5873622501
291	0.5873039151
292	0.5872459455
293	0.5871655239
294	0.5870973297
295	0.5870393184
296	0.5869856626
297	0.5869251878
298	0.5868745058
299	0.586821522
300	0.5867562123
301	0.5866768184
302	0.5866006382
303	0.5865315783
304	0.5864649521
305	0.586414064
306	0.5863482068
307	0.5862931161
308	0.5862185292
309	0.5861848824
310	0.586149676
311	0.5860790505
312	0.5860176938
313	0.5859675236
314	0.5858977967
315	0.5858370641
316	0.5857828435
317	0.5857166228
318	0.5856626315
319	0.585606792
320	0.5855484297
321	0.5854939763
322	0.585435207
323	0.585379708
324	0.5853195541
325	0.5852586045
326	0.5851936947
327	0.5851251013
328	0.585049113
329	0.5849925806
330	0.5849379525
331	0.5848897784
332	0.5848372061
333	0.5847750757
334	0.5847024656
335	0.584636195
336	0.5845684826
337	0.5845203697
338	0.5844604413
339	0.5844019816
340	0.5843413132
341	0.584267439
342	0.5842096221
343	0.5841516916
344	0.5841040845
345	0.58406706
346	0.5840013286
347	0.5839466745
348	0.5838886304
349	0.5838267412
350	0.5837595401
351	0.583697828
352	0.5836292557
353	0.5835780332
354	0.5834918915
355	0.5834557993
356	0.5834101989
357	0.5833565901
358	0.5832913335
359	0.5832355556
360	0.5831720961
361	0.5831327278
362	0.5830738302
363	0.5830264797
364	0.5829728215
365	0.582910986
366	0.5828338154
367	0.5828092282
368	0.5827433758
369	0.5826858807
370	0.5826198276
371	0.5825745084
372	0.5825241191
373	0.5824701453
374	0.5824097769
375	0.5823500771
376	0.5822846959
377	0.5822161267
378	0.5821563334
379	0.5821124865
380	0.5820593031
381	0.581983596
382	0.5819137825
383	0.5818763009
384	0.5818262557
385	0.5817704147
386	0.5817107197
387	0.5816436678
388	0.5815847371
389	0.5815271664
390	0.5814933151
391	0.5814482298
392	0.5813852775
393	0.5813396307
394	0.5812774597
395	0.5812102252
396	0.5811391534
397	0.5810801671
398	0.581026665
399	0.5809872954
400	0.5809357176
401	0.580884541
402	0.5808415809
403	0.580802
404	0.5807229887
405	0.5806732569
406	0.5806300015
407	0.5805612043
408	0.580505932
409	0.5804486042
410	0.580396911
411	0.5803419559
412	0.5802929357
413	0.5802579009
414	0.5801928115
415	0.5801404034
416	0.580086369
417	0.5800261193
418	0.5799702651
419	0.5799053926
420	0.5798406862
421	0.579773692
422	0.5797125228
423	0.5796495773
424	0.5796061912
425	0.5795404406
426	0.5794980637
427	0.5794303899
428	0.5793733483
429	0.5793124019
430	0.5792514634
431	0.5791837478
432	0.5791357248
433	0.5790838086
434	0.579061238
435	0.5790004108
436	0.5789513314
437	0.5789237526
438	0.5788832694
439	0.5788397221
440	0.5787905553
441	0.5787260977
442	0.5786806371
443	0.5786427882
444	0.5785930293
445	0.5785538402
446	0.5784871654
447	0.5784398022
448	0.5783831597
449	0.5783412436
450	0.5782960802
451	0.5782448656
452	0.5781981923
453	0.5781245237
454	0.5780537778
455	0.5780055784
456	0.5779560545
457	0.5779061959
458	0.5778558865
459	0.5777944501
460	0.5777344725
461	0.5777065853
462	0.5776700046
463	0.5776093187
464	0.5775492299
465	0.5774950769
466	0.5774404424
467	0.5773724757
468	0.5773188959
469	0.5772597439
470	0.5772060101
471	0.5771602835
472	0.5770995681
473	0.5770415326
474	0.5770025556
475	0.576941495
476	0.5768939793
477	0.5768325397
478	0.5767808604
479	0.5767192334
480	0.5766942381
481	0.5766332678
482	0.5765804782
483	0.5765322402
484	0.5764863621
485	0.5764397224
486	0.5763785579
487	0.5763298164
488	0.5762843147
489	0.5762270299
490	0.5761648684
491	0.576111939
492	0.5760776984
493	0.5760091591
494	0.5759867909
495	0.5759413802
496	0.5759188216
497	0.5758695426
498	0.575801554
499	0.5757398694
500	0.5756832842
501	0.5756293286
502	0.5755739812
503	0.5755167581
504	0.5754572386
505	0.5754051186
506	0.5753715707
507	0.575322398
508	0.5752830474
509	0.5752534761
510	0.5751978954
511	0.575149166
512	0.5751043315
513	0.5750570215
514	0.5749906885
515	0.5749375899
516	0.5748784419
517	0.5748274033
518	0.5747902511
519	0.5747289168
520	0.5746734862
521	0.5746215346
522	0.5745561742
523	0.5745013091
524	0.5744406716
525	0.5743931728
526	0.5743206354
527	0.5742857794
528	0.5742300153
529	0.5741791995
530	0.574145177
531	0.5740837375
532	0.5740330631
533	0.5739806091
534	0.5739086545
535	0.5738650625
536	0.5738097875
537	0.5737588664
538	0.5736969335
539	0.5736428866
540	0.5735650132
541	0.5735433874
542	0.5734907016
543	0.5734475785
544	0.5734100646
545	0.5733498729
546	0.5732995128
547	0.5732603382
548	0.5732024784
549	0.5731362048
550	0.5730986334
551	0.5730363318
552	0.5729840396
553	0.5729393845
554	0.572887598
555	0.5728303524
556	0.5727699601
557	0.5727295209
558	0.5726967921
559	0.5726470556
560	0.572603932
561	0.5725596521
562	0.5725250081
563	0.5724708353
564	0.5724253968
565	0.5723732856
566	0.5723213169
567	0.5722809407
568	0.5722324171
569	0.572159636
570	0.5721067394
571	0.5720601936
572	0.5720156633
573	0.5719623438
574	0.5718973159
575	0.5718568213
576	0.571808556
577	0.5717539959
578	0.5716956638
579	0.5716496228
580	0.5715964909
581	0.5715598672
582	0.5715212009
583	0.5714631353
584	0.5714111708
585	0.571360524
586	0.5713150498
587	0.5712668761
588	0.5712165389
589	0.5711624374
590	0.5711163927
591	0.5710568221
592	0.571012504
593	0.5709473099
594	0.5709063913
595	0.5708442808
596	0.5707959369
597	0.5707501714
598	0.5707118348
599	0.5706570748
600	0.5706218983
601	0.5705637059
602	0.5705228137
603	0.5704690686
604	0.57041722
605	0.5703597721
606	0.570315403
607	0.5702540589
608	0.57019669
609	0.5701585536
610	0.5701060681
611	0.5700627154
612	0.5700237998
613	0.5699771342
614	0.5699234835
615	0.5699059204
616	0.5698484176
617	0.5698042992
618	0.5697530065
619	0.5697187419
620	0.5696826231
621	0.5696668328
622	0.5696042608
623	0.5695749075
624	0.5695200688
625	0.569463678
626	0.5694184352
627	0.5693491505
628	0.5692882304
629	0.5692437486
630	0.5691946251
631	0.5691453009
632	0.5691052917
633	0.5690651215
634	0.5690267161
635	0.5689822033
636	0.5689334808
637	0.5688924565
638	0.5688367058
639	0.5687924783
640	0.56873915
641	0.5686765265
642	0.5686170466
643	0.5685679402
644	0.5685021405
645	0.5684494214
646	0.5683917357
647	0.5683432314
648	0.5682952417
649	0.5682900105
650	0.5682558602
651	0.5682105921
652	0.5681634082
653	0.5681144165
654	0.5680685938
655	0.5680171287
656	0.5679692736
657	0.5679136833
658	0.5678714566
659	0.56782784
660	0.5677812451
661	0.5677375819
662	0.5676776039
663	0.5676415461
664	0.5675961629
665	0.5675555542
666	0.5675187594
667	0.5674828507
668	0.5674348356
669	0.5673816126
670	0.5673334507
671	0.5672852291
672	0.5672418579
673	0.5671915304
674	0.5671319734
675	0.567082966
676	0.5670372881
677	0.5669919767
678	0.5669481468
679	0.5669170179
680	0.5668662201
681	0.5668136257
682	0.566764563
683	0.566714566
684	0.5666693312
685	0.5666220761
686	0.5665680827
687	0.566522011
688	0.56645661
689	0.5664238128
690	0.5663824079
691	0.5663265487
692	0.5662773908
693	0.5662365539
694	0.5661918803
695	0.5661376756
696	0.5661069899
697	0.5660573884
698	0.5660105052
699	0.5659789228
700	0.5659584302
701	0.5659134161
702	0.565855509
703	0.5658095035
704	0.5657675782
705	0.5657069468
706	0.5656598255
707	0.5656181248
708	0.5655737342
709	0.5655321201
710	0.5654969305
711	0.5654383586
712	0.5653908222
713	0.565344497
714	0.5652853126
715	0.5652285827
716	0.5651674246
717	0.5651036002
718	0.5650390896
719	0.564988547
720	0.5649448237
721	0.5648974999
722	0.5648686429
723	0.5648188097
724	0.5647695647
725	0.5647368684
726	0.5646869828
727	0.5646368955
728	0.5645931083
729	0.564552315
730	0.5644983954
731	0.5644398194
732	0.5643977566
733	0.5643580463
734	0.5642936255
735	0.5642519023
736	0.5642024764
737	0.5641865638
738	0.5641322584
739	0.5640917173
740	0.5640449323
741	0.5640084904
742	0.5639651164
743	0.5639154019
744	0.5638713216
745	0.5638354775
746	0.563791321
747	0.5637497633
748	0.5637148487
749	0.563655155
750	0.5636054371
751	0.5635531492
752	0.5635038672
753	0.5634627603
754	0.5634300051
755	0.5633828026
756	0.5633447891
757	0.5632999789
758	0.5632553179
759	0.5632195845
760	0.5631765558
761	0.5631323099
762	0.5630992674
763	0.5630661846
764	0.5630053683
765	0.5629643951
766	0.5629166626
767	0.5628666679
768	0.562826217
769	0.5627798738
770	0.5627168965
771	0.5626650308
772	0.5626261894
773	0.5625740642
774	0.562523008
775	0.5624675599
776	0.5624264401
777	0.5623908727
778	0.562351111
779	0.5623096725
780	0.5622833433
781	0.5622524869
782	0.5622245091
783	0.5621599766
784	0.5621190517
785	0.562071516
786	0.5620298201
787	0.5619931809
788	0.5619461118
789	0.5619029937
790	0.5618683011
791	0.5618227659
792	0.5617864771
793	0.5617500253
794	0.5616905437
795	0.5616594783
796	0.561605846
797	0.5615577845
798	0.5615301457
799	0.5614825524
800	0.56143819
801	0.5613988931
802	0.5613533883
803	0.5613082796
804	0.5612587388
805	0.5612206956
806	0.5611609663
807	0.5610914664
808	0.5610312512
809	0.5609887038
810	0.5609461279
811	0.5608914087
812	0.5608450739
813	0.5608117813
814	0.56075149
815	0.5606915833
816	0.5606372699
817	0.5605952966
818	0.5605520353
819	0.5604927832
820	0.5604503143
821	0.5603916959
822	0.5603427126
823	0.5603142335
824	0.5602561312
825	0.5602144425
826	0.560192961
827	0.5601419196
828	0.5601021612
829	0.5600533587
830	0.5600090119
831	0.5599772896
832	0.5599642976
833	0.5599255504
834	0.5599085657
835	0.5598819683
836	0.5598349698
837	0.5598017445
838	0.5597611607
839	0.5597255472
840	0.5596847968
841	0.5596419058
842	0.5595871706
843	0.5595573678
844	0.5595076074
845	0.5594542105
846	0.5594193437
847	0.5593729364
848	0.5593335404
849	0.5592946087
850	0.5592484659
851	0.5592009784
852	0.5591563158
853	0.5591221449
854	0.5590793466
855	0.5590296849
856	0.5589773012
857	0.558927809
858	0.5589020535
859	0.5588683524
860	0.5587914142
861	0.558725511
862	0.5586994492
863	0.5586571174
864	0.5586203259
865	0.5585828257
866	0.5585481391
867	0.5584815141
868	0.5584369658
869	0.5583930077
870	0.558346133
871	0.5583174909
872	0.5582714691
873	0.5582155609
874	0.5581759471
875	0.5581554635
876	0.5581095428
877	0.5580508947
878	0.5580144163
879	0.5579517928
880	0.5579066638
881	0.5578785173
882	0.5578341171
883	0.557790975
884	0.5577500119
885	0.5577006736
886	0.5576431125
887	0.5575944103
888	0.557540959
889	0.5574889378
890	0.5574337032
891	0.5573869289
892	0.5573518577
893	0.5573001923
894	0.5572421697
895	0.5571918563
896	0.5571529195
897	0.5571136938
898	0.5570618206
899	0.5570170029
900	0.5569760084
901	0.5569405764
902	0.5569157475
903	0.5568760087
904	0.5568270779
905	0.5567707047
906	0.55673864
907	0.5566981541
908	0.556639275
909	0.5565814641
910	0.5565475771
911	0.5565111082
912	0.5564803782
913	0.5564468058
914	0.5563924957
915	0.5563437056
916	0.5562971504
917	0.5562522877
918	0.5561925014
919	0.5561425995
920	0.5560839538
921	0.5560698895
922	0.5560367866
923	0.5560079554
924	0.555963519
925	0.5559033137
926	0.5558401464
927	0.5558134007
928	0.5557553364
929	0.5557069359
930	0.5556611882
931	0.5556118742
932	0.5555521823
933	0.5555132562
934	0.5554707183
935	0.5554560485
936	0.5554064302
937	0.5553582465
938	0.5553203846
939	0.5552761371
940	0.5552269311
941	0.5551794564
942	0.5551250394
943	0.5550779444
944	0.5550318694
945	0.5549848883
946	0.5549360851
947	0.5548717457
948	0.5548468921
949	0.5548284415
950	0.5547934203
951	0.5547461582
952	0.5547131353
953	0.5546716163
954	0.5546425254
955	0.554609057
956	0.5545554135
957	0.5545171999
958	0.5544746738
959	0.5544422619
960	0.5544137337
961	0.5543677921
962	0.5543149416
963	0.5542742268
964	0.5542420222
965	0.554193019
966	0.5541495511
967	0.5541176988
968	0.554087594
969	0.5540298727
970	0.5539856432
971	0.553950543
972	0.5539107812
973	0.5538721312
974	0.5538306341
975	0.553789524
976	0.5537478074
977	0.5537100709
978	0.5536682699
979	0.5536284489
980	0.5535876567
981	0.5535306957
982	0.5535008084
983	0.5534711191
984	0.5534435413
985	0.5533949976
986	0.5533427518
987	0.5532984549
988	0.55325647
989	0.5532119005
990	0.5531570255
991	0.553121156
992	0.553089118
993	0.5530372778
994	0.5530064444
995	0.5529603681
996	0.552934726
997	0.5528909195
998	0.5528446935
999	0.5528192789
